dataset,n,RMSE,ECE_total_sigma,ECE_epistemic_only,selRMSE@50,gain_vs_full,corr_sigma_abserr
PRISM,14423,2.669751644958204,1.5784261692397896,1.6363160970154476,2.691813933595765,-0.008263798124902522,0.026920455361516594
