split,baseline,seed,scheme,n_rows,n_drugs,n_cells,n_scaffolds,delta,se,lo,hi,p,significant
drug_blind,graphdrp,3,cell,15032,49,697,48,-0.04892977054633829,0.004025734176702694,-0.05686345169398962,-0.041032505189996335,0.001,True
drug_blind,graphdrp,3,scaffold,15032,49,697,48,-0.04892977054633829,0.07160808856838168,-0.1910191883506329,0.08296473209912011,0.5,False
drug_blind,graphdrp,3,twoway,15032,49,697,48,-0.04892977054633829,0.0719466999262722,-0.1899453024018318,0.09208576130915522,0.4964515293768869,False
drug_blind,graphdrp,4,rows,15032,49,697,48,0.07312242360533106,0.005444646062995136,0.06272780798954641,0.08360034121947381,0.001,True
drug_blind,graphdrp,4,drug,15032,49,697,48,0.07312242360533106,0.08099596447003331,-0.07007273015216431,0.23956111381782777,0.401,False
drug_blind,graphdrp,4,cell,15032,49,697,48,0.07312242360533106,0.004410737019127517,0.0647869802029583,0.08214428858461158,0.001,True
drug_blind,graphdrp,4,scaffold,15032,49,697,48,0.07312242360533106,0.08133602952563812,-0.07222122224093078,0.23795069319919715,0.408,False
drug_blind,graphdrp,4,twoway,15032,49,697,48,0.07312242360533106,0.08093303831397602,-0.08550633149006195,0.23175117870072406,0.36626436713373656,False
drug_blind,cdrscan,0,rows,15032,49,697,48,-0.1789141272467334,0.005490814341887281,-0.19009027612096083,-0.16847921378861844,0.001,True
drug_blind,cdrscan,0,drug,15032,49,697,48,-0.1789141272467334,0.07401747465931544,-0.3207295255225166,-0.03774024546661458,0.004,True
drug_blind,cdrscan,0,cell,15032,49,697,48,-0.1789141272467334,0.0049146082912885705,-0.18812101236409742,-0.1694727285192159,0.001,True
drug_blind,cdrscan,0,scaffold,15032,49,697,48,-0.1789141272467334,0.07284860447245302,-0.3317338791589351,-0.04997513782467232,0.002,True
drug_blind,cdrscan,0,twoway,15032,49,697,48,-0.1789141272467334,0.07397696186963972,-0.3239089725112272,-0.03391928198223956,0.015584156289718161,True
drug_blind,cdrscan,1,rows,15032,49,696,48,-0.0381473529992693,0.0041164707322207785,-0.046094550521669296,-0.030539369866878427,0.001,True
drug_blind,cdrscan,1,drug,15032,49,696,48,-0.0381473529992693,0.05226607788044993,-0.14109684493510632,0.06126509999477864,0.491,False
drug_blind,cdrscan,1,cell,15032,49,696,48,-0.0381473529992693,0.0036937940842741235,-0.04550823299321433,-0.03120262536112663,0.001,True
drug_blind,cdrscan,1,scaffold,15032,49,696,48,-0.0381473529992693,0.05273467133581726,-0.14734609053444486,0.057565443417839396,0.46,False
drug_blind,cdrscan,1,twoway,15032,49,696,48,-0.0381473529992693,0.05223448746233704,-0.14052694842544988,0.06423224242691129,0.4652008988520491,False
drug_blind,cdrscan,2,rows,15032,49,697,48,-0.21193118017252172,0.006325274343137863,-0.22447156547507677,-0.19922356785475376,0.001,True
drug_blind,cdrscan,2,drug,15032,49,697,48,-0.21193118017252172,0.0987393468324277,-0.4169405726473432,-0.02620555878814888,0.022,True
drug_blind,cdrscan,2,cell,15032,49,697,48,-0.21193118017252172,0.005766775025602966,-0.22318390086013556,-0.2009883316460731,0.001,True
drug_blind,cdrscan,2,scaffold,15032,49,697,48,-0.21193118017252172,0.09866861810189508,-0.42007008275302504,-0.038006476938943684,0.011,True
drug_blind,cdrscan,2,twoway,15032,49,697,48,-0.21193118017252172,0.09870514278179436,-0.40539326002483866,-0.018469100320204768,0.03178421810767766,True
drug_blind,cdrscan,3,rows,15032,49,697,48,-0.10508539237193693,0.004604195515571053,-0.113441952493045,-0.09559092103820378,0.001,True
drug_blind,cdrscan,3,drug,15032,49,697,48,-0.10508539237193693,0.06241078053162051,-0.23627388858240878,0.00862900997060098,0.074,False
drug_blind,cdrscan,3,cell,15032,49,697,48,-0.10508539237193693,0.004024298661454895,-0.11277544743289768,-0.0971076344639667,0.001,True
drug_blind,cdrscan,3,scaffold,15032,49,697,48,-0.10508539237193693,0.06451020806467588,-0.23449677432739924,0.01382221688725312,0.085,False
drug_blind,cdrscan,3,twoway,15032,49,697,48,-0.10508539237193693,0.06237068133295551,-0.2273319277845297,0.01716114304065587,0.09201705145591027,False
drug_blind,cdrscan,4,rows,15032,49,697,48,-0.07226513300047466,0.003952294522497629,-0.08001682754664259,-0.06436763850033676,0.001,True
drug_blind,cdrscan,4,drug,15032,49,697,48,-0.07226513300047466,0.05102314056648213,-0.17923351459424766,0.020791947502450864,0.131,False
drug_blind,cdrscan,4,cell,15032,49,697,48,-0.07226513300047466,0.003661878587702553,-0.0795663598561403,-0.06502094415243041,0.001,True
drug_blind,cdrscan,4,scaffold,15032,49,697,48,-0.07226513300047466,0.04947150803386596,-0.17403541404481165,0.01997403273500913,0.132,False
drug_blind,cdrscan,4,twoway,15032,49,697,48,-0.07226513300047466,0.051001466607005566,-0.17222800755020556,0.02769774154925625,0.15650554476723474,False
scaffold_blind,drpreter,0,rows,15246,49,697,44,0.03130530544779048,0.00739501665312395,0.016906441173952083,0.04622411913882991,0.001,True
scaffold_blind,drpreter,0,drug,15246,49,697,44,0.03130530544779048,0.11294759186426391,-0.1638736435494656,0.2731095586033502,0.894,False
scaffold_blind,drpreter,0,cell,15246,49,697,44,0.03130530544779048,0.006430185912595199,0.019011355366625866,0.04470930513167651,0.001,True
scaffold_blind,drpreter,0,scaffold,15246,49,697,44,0.03130530544779048,0.11825982844821559,-0.1881991352206937,0.2665716911468326,0.818,False
scaffold_blind,drpreter,0,twoway,15246,49,697,44,0.03130530544779048,0.11288852699679845,-0.18995620746593447,0.2525668183615154,0.7815408028511388,False
scaffold_blind,drpreter,1,rows,14100,46,697,44,-0.03302673402512302,0.006793738216289326,-0.04603194213026522,-0.019686895576699538,0.001,True
scaffold_blind,drpreter,1,drug,14100,46,697,44,-0.03302673402512302,0.07713416397024417,-0.19962415659306085,0.10353711474222069,0.687,False
scaffold_blind,drpreter,1,cell,14100,46,697,44,-0.03302673402512302,0.007575496162057069,-0.04728610418254351,-0.018603633590832724,0.001,True
scaffold_blind,drpreter,1,scaffold,14100,46,697,44,-0.03302673402512302,0.07951795860932662,-0.19767811637043736,0.11101722707081561,0.706,False
scaffold_blind,drpreter,1,twoway,14100,46,697,44,-0.03302673402512302,0.07720694602520155,-0.18435234823451804,0.11829888018427201,0.6688193469962711,False
scaffold_blind,drpreter,2,rows,15925,51,696,44,0.05065868566750065,0.0031506266551122554,0.044524848871511154,0.05664829361517014,0.001,True
scaffold_blind,drpreter,2,drug,15925,51,696,44,0.05065868566750065,0.03172472293966454,-0.013544339847601835,0.11108805971607531,0.136,False
scaffold_blind,drpreter,2,cell,15925,51,696,44,0.05065868566750065,0.0031307742128645322,0.04485522889172432,0.056828218557007606,0.001,True
scaffold_blind,drpreter,2,scaffold,15925,51,696,44,0.05065868566750065,0.04341029385430584,-0.035583776832849606,0.13292032188644962,0.282,False
scaffold_blind,drpreter,2,twoway,15925,51,696,44,0.05065868566750065,0.03172275751649769,-0.01151791906483482,0.11283529039983611,0.11028368342917327,False
scaffold_blind,drpreter,3,rows,14176,48,697,44,0.044349108195341325,0.0036093406158628793,0.03730958307389148,0.051526301984002106,0.001,True
scaffold_blind,drpreter,3,drug,14176,48,697,44,0.044349108195341325,0.059373484198028056,-0.06494945822782568,0.16641437394281794,0.506,False
scaffold_blind,drpreter,3,cell,14176,48,697,44,0.044349108195341325,0.0029175011284766875,0.03892194374054838,0.05034614147408151,0.001,True
scaffold_blind,drpreter,3,scaffold,14176,48,697,44,0.044349108195341325,0.06296069378640574,-0.06651837900915775,0.17888525801136004,0.482,False
scaffold_blind,drpreter,3,twoway,14176,48,697,44,0.044349108195341325,0.0593354455529478,-0.07194836508843636,0.160646581479119,0.45480387814795287,False
scaffold_blind,drpreter,4,rows,15099,49,695,44,0.01814946705657372,0.003199846115415644,0.011824108881746911,0.02442686428055061,0.001,True
scaffold_blind,drpreter,4,drug,15099,49,695,44,0.01814946705657372,0.04465465793313681,-0.06702356386144763,0.11439537635125546,0.648,False
scaffold_blind,drpreter,4,cell,15099,49,695,44,0.01814946705657372,0.0030260725909197262,0.012069381073701748,0.024167109163264918,0.001,True
scaffold_blind,drpreter,4,scaffold,15099,49,695,44,0.01814946705657372,0.04634168772835545,-0.07895688262800991,0.11840202314289555,0.652,False
scaffold_blind,drpreter,4,twoway,15099,49,695,44,0.01814946705657372,0.04464254221355045,-0.06934991568198516,0.1056488497951326,0.6843378435278301,False
scaffold_blind,graphdrp,0,rows,15246,49,697,44,-0.07240603652039829,0.007777970538919916,-0.08739733096812133,-0.05665925629676074,0.001,True
scaffold_blind,graphdrp,0,drug,15246,49,697,44,-0.07240603652039829,0.12454138319531173,-0.3042325342048329,0.1834402407537021,0.574,False
scaffold_blind,graphdrp,0,cell,15246,49,697,44,-0.07240603652039829,0.006245681182821955,-0.08414653003544259,-0.06019647492998643,0.001,True
scaffold_blind,graphdrp,0,scaffold,15246,49,697,44,-0.07240603652039829,0.1432062558538618,-0.34630893995741124,0.2143383830713021,0.573,False
scaffold_blind,graphdrp,0,twoway,15246,49,697,44,-0.07240603652039829,0.12445508360824248,-0.31633800039255355,0.17152592735175698,0.5607118569637656,False
scaffold_blind,graphdrp,1,rows,14100,46,697,44,-0.07166373986296914,0.004705521396587853,-0.08078356333911117,-0.062267519244510496,0.001,True
scaffold_blind,graphdrp,1,drug,14100,46,697,44,-0.07166373986296914,0.06023398137619952,-0.18985648423176923,0.04672735501198805,0.25,False
scaffold_blind,graphdrp,1,cell,14100,46,697,44,-0.07166373986296914,0.003928803503295387,-0.07939311678708025,-0.064132420615223,0.001,True
scaffold_blind,graphdrp,1,scaffold,14100,46,697,44,-0.07166373986296914,0.0625865491330828,-0.19312835378743734,0.05354842237638663,0.267,False
scaffold_blind,graphdrp,1,twoway,14100,46,697,44,-0.07166373986296914,0.06017828576639676,-0.1896131799651068,0.04628570023916849,0.23370968191387537,False
scaffold_blind,graphdrp,2,rows,15925,51,696,44,0.17662530738290322,0.006450469825544593,0.1640302602093852,0.18907959779960648,0.001,True
scaffold_blind,graphdrp,2,drug,15925,51,696,44,0.17662530738290322,0.09407466191030442,-0.0020986335347644514,0.3584366168085941,0.053,False
scaffold_blind,graphdrp,2,cell,15925,51,696,44,0.17662530738290322,0.005402051179857893,0.1664207365578264,0.18728840653126275,0.001,True
scaffold_blind,graphdrp,2,scaffold,15925,51,696,44,0.17662530738290322,0.09966593810463958,-0.029548491033267853,0.3537250699097724,0.111,False
scaffold_blind,graphdrp,2,twoway,15925,51,696,44,0.17662530738290322,0.09400859327485772,-0.007631535435817904,0.36088215020162434,0.060268955829956436,False
scaffold_blind,graphdrp,3,rows,14176,48,697,44,0.0006150597187225548,0.0029085743265151467,-0.005032965131132855,0.006405595260805393,0.802,False
scaffold_blind,graphdrp,3,drug,14176,48,697,44,0.0006150597187225548,0.03941444474617022,-0.07175052619854312,0.07947140008503709,0.961,False
scaffold_blind,graphdrp,3,cell,14176,48,697,44,0.0006150597187225548,0.002415228326831795,-0.004200269286238431,0.005500945290384029,0.783,False
scaffold_blind,graphdrp,3,scaffold,14176,48,697,44,0.0006150597187225548,0.040164055241356966,-0.07225096822738375,0.08523066675142668,0.981,False
scaffold_blind,graphdrp,3,twoway,14176,48,697,44,0.0006150597187225548,0.039381111943503744,-0.07657191969054478,0.07780203912798989,0.9875390338400761,False
scaffold_blind,graphdrp,4,rows,15099,49,695,44,-0.008840561663097546,0.005161270819645045,-0.018851190812709313,0.0014253019267518418,0.098,False
scaffold_blind,graphdrp,4,drug,15099,49,695,44,-0.008840561663097546,0.07887575774421134,-0.1574335338849687,0.15626606214343866,0.879,False
scaffold_blind,graphdrp,4,cell,15099,49,695,44,-0.008840561663097546,0.003913317065727933,-0.01657319628617384,-0.001155000191109393,0.022,True
scaffold_blind,graphdrp,4,scaffold,15099,49,695,44,-0.008840561663097546,0.08255782429501883,-0.16784623038560564,0.152746770907436,0.927,False
scaffold_blind,graphdrp,4,twoway,15099,49,695,44,-0.008840561663097546,0.0788039370444568,-0.16329627827023288,0.1456151549440378,0.9106773060579334,False
scaffold_blind,cdrscan,0,rows,15246,49,697,44,0.24123984700639173,0.007799325587115897,0.2260962582941903,0.2569383732371401,0.001,True
scaffold_blind,cdrscan,0,drug,15246,49,697,44,0.24123984700639173,0.11525791338795542,-0.006801069072919881,0.44265969906387953,0.056,False
scaffold_blind,cdrscan,0,cell,15246,49,697,44,0.24123984700639173,0.00722969491525638,0.2269938101519529,0.2554482349851853,0.001,True
scaffold_blind,cdrscan,0,scaffold,15246,49,697,44,0.24123984700639173,0.14173537672425668,-0.07718169750252789,0.4475678969897688,0.186,False
scaffold_blind,cdrscan,0,twoway,15246,49,697,44,0.24123984700639173,0.1152207689936987,0.01540713977874228,0.46707255423404115,0.03628507060825483,True
scaffold_blind,cdrscan,1,rows,14100,46,697,44,-0.07463300137872492,0.005238987834098749,-0.08430554002282074,-0.06429239494175795,0.001,True
scaffold_blind,cdrscan,1,drug,14100,46,697,44,-0.07463300137872492,0.06594516723067895,-0.17845767966918927,0.07378593981294243,0.34,False
scaffold_blind,cdrscan,1,cell,14100,46,697,44,-0.07463300137872492,0.004696915298948896,-0.08331361139268212,-0.06532588594667614,0.001,True
scaffold_blind,cdrscan,1,scaffold,14100,46,697,44,-0.07463300137872492,0.06641959763594489,-0.17898430271847668,0.08097803162711127,0.346,False
scaffold_blind,cdrscan,1,twoway,14100,46,697,44,-0.07463300137872492,0.0659043177711588,-0.20380546421019616,0.054539461452746324,0.25744748279466634,False
scaffold_blind,cdrscan,2,rows,15925,51,696,44,0.3740949637940002,0.007569832511320977,0.35967156634358166,0.3886266948638093,0.001,True
scaffold_blind,cdrscan,2,drug,15925,51,696,44,0.3740949637940002,0.10434256083078974,0.1353583464890337,0.5489045559683647,0.002,True
scaffold_blind,cdrscan,2,cell,15925,51,696,44,0.3740949637940002,0.00833870144417062,0.35810259878290956,0.39025659530587986,0.001,True
scaffold_blind,cdrscan,2,scaffold,15925,51,696,44,0.3740949637940002,0.1034525918639493,0.10713618893353012,0.5068153009879506,0.013,True
scaffold_blind,cdrscan,2,twoway,15925,51,696,44,0.3740949637940002,0.10440115697755759,0.16946869611798734,0.5787212314700131,0.00033935154018209724,True
scaffold_blind,cdrscan,3,rows,14176,48,697,44,0.2395140116932334,0.008313042716118643,0.22356320142011643,0.25625889956481807,0.001,True
scaffold_blind,cdrscan,3,drug,14176,48,697,44,0.2395140116932334,0.14084788301036377,-0.006584072803701592,0.5570767248475734,0.053,False
scaffold_blind,cdrscan,3,cell,14176,48,697,44,0.2395140116932334,0.006663060035481586,0.2265522115457454,0.25327813850350106,0.001,True
scaffold_blind,cdrscan,3,scaffold,14176,48,697,44,0.2395140116932334,0.1500489277415517,0.0007131420456966439,0.5786328736844788,0.048,True
scaffold_blind,cdrscan,3,twoway,14176,48,697,44,0.2395140116932334,0.14076013582807292,-0.03637585452978953,0.5154038779162563,0.08883495592456299,False
scaffold_blind,cdrscan,4,rows,15099,49,695,44,0.057379387231087375,0.005029952070179181,0.04769714152532649,0.06741930026901169,0.001,True
scaffold_blind,cdrscan,4,drug,15099,49,695,44,0.057379387231087375,0.08280337092949937,-0.08701930839770619,0.23578769524484272,0.519,False
scaffold_blind,cdrscan,4,cell,15099,49,695,44,0.057379387231087375,0.004139220948021517,0.049125350647870436,0.06538444347378938,0.001,True
scaffold_blind,cdrscan,4,scaffold,15099,49,695,44,0.057379387231087375,0.08660137395595624,-0.09614228111214168,0.24394960078678707,0.478,False
scaffold_blind,cdrscan,4,twoway,15099,49,695,44,0.057379387231087375,0.08275403899216341,-0.10481852919355289,0.21957730365572764,0.4880757220683467,False
tissue_blind,drpreter,0,rows,6026,247,56,222,-0.007740082214785948,0.001763891680391935,-0.011116924821451967,-0.0042619708590181955,0.001,True
tissue_blind,drpreter,0,drug,6026,247,56,222,-0.007740082214785948,0.002886052544144526,-0.013934678150689736,-0.002528331702287934,0.003,True
tissue_blind,drpreter,0,cell,6026,247,56,222,-0.007740082214785948,0.006356246310403553,-0.019946673550492955,0.005072365757800642,0.228,False
tissue_blind,drpreter,0,scaffold,6026,247,56,222,-0.007740082214785948,0.0023905872314014245,-0.012960147902804742,-0.0036980307798237157,0.001,True
tissue_blind,drpreter,0,twoway,6026,247,56,222,-0.007740082214785948,0.006754247003621202,-0.020978406341883506,0.005498241912311607,0.25181260260395516,False
tissue_blind,drpreter,1,rows,6026,247,56,222,-0.004963501128347869,0.0019107127140078008,-0.008604631779106272,-0.0013046782266917527,0.013,True
tissue_blind,drpreter,1,drug,6026,247,56,222,-0.004963501128347869,0.0018767515122917926,-0.008873187922922585,-0.0014602810022641022,0.008,True
tissue_blind,drpreter,1,cell,6026,247,56,222,-0.004963501128347869,0.008230183317037522,-0.020781307946835404,0.011067006526185447,0.517,False
tissue_blind,drpreter,1,scaffold,6026,247,56,222,-0.004963501128347869,0.0018351503092151743,-0.008815049083832663,-0.0013499407522939218,0.007,True
tissue_blind,drpreter,1,twoway,6026,247,56,222,-0.004963501128347869,0.008222365267698902,-0.021079337053037717,0.011152334796341978,0.5460706746646129,False
tissue_blind,drpreter,2,rows,6026,247,56,222,0.0001377814890535234,0.0014979922400870011,-0.0027011228572789508,0.003096447856752048,0.932,False
tissue_blind,drpreter,2,drug,6026,247,56,222,0.0001377814890535234,0.0018745093874240936,-0.0033995917920730894,0.003987444708624915,0.94,False
tissue_blind,drpreter,2,cell,6026,247,56,222,0.0001377814890535234,0.004767271610688361,-0.009782928222494883,0.008892194097896391,0.974,False
tissue_blind,drpreter,2,scaffold,6026,247,56,222,0.0001377814890535234,0.0018836633415092677,-0.003305882377478059,0.004136647585147373,0.881,False
tissue_blind,drpreter,2,twoway,6026,247,56,222,0.0001377814890535234,0.004898640964824365,-0.009463554802002231,0.009739117780109278,0.9775612806375065,False
tissue_blind,drpreter,3,rows,6026,247,56,222,0.005709765026668312,0.0018720084816789293,0.0019707151473883993,0.009328191637594858,0.002,True
tissue_blind,drpreter,3,drug,6026,247,56,222,0.005709765026668312,0.0019941128157210182,0.002036004927088486,0.009878779489900956,0.001,True
tissue_blind,drpreter,3,cell,6026,247,56,222,0.005709765026668312,0.007814206230840533,-0.008668454047364918,0.021880370517054493,0.465,False
tissue_blind,drpreter,3,scaffold,6026,247,56,222,0.005709765026668312,0.002124504227798206,0.0021359834917496962,0.0105318007085884,0.001,True
tissue_blind,drpreter,3,twoway,6026,247,56,222,0.005709765026668312,0.00784435396858479,-0.009665168751757876,0.0210846988050945,0.4666857468992185,False
tissue_blind,drpreter,4,rows,6026,247,56,222,0.0021659505690369008,0.0014744089733930122,-0.0006402111142440658,0.004981275815477195,0.14,False
tissue_blind,drpreter,4,drug,6026,247,56,222,0.0021659505690369008,0.0019367766777922933,-0.0014554583960128403,0.006050331410829729,0.242,False
tissue_blind,drpreter,4,cell,6026,247,56,222,0.0021659505690369008,0.005781729293455969,-0.00978868107603088,0.012872792331085924,0.73,False
tissue_blind,drpreter,4,scaffold,6026,247,56,222,0.0021659505690369008,0.0019195539579574064,-0.0013957782452236472,0.006319767642352239,0.248,False
tissue_blind,drpreter,4,twoway,6026,247,56,222,0.0021659505690369008,0.005916554377475557,-0.00943049601081519,0.013762397148888992,0.7143030676214678,False
tissue_blind,graphdrp,0,rows,6026,247,56,222,-0.017405589471154115,0.0017421267681987996,-0.020756355173674967,-0.01398819132235242,0.001,True
tissue_blind,graphdrp,0,drug,6026,247,56,222,-0.017405589471154115,0.002669805317243825,-0.022958931157148265,-0.012733149034211662,0.001,True
tissue_blind,graphdrp,0,cell,6026,247,56,222,-0.017405589471154115,0.005390957258929055,-0.02826659197746363,-0.007436244607329091,0.001,True
tissue_blind,graphdrp,0,scaffold,6026,247,56,222,-0.017405589471154115,0.002617199716146964,-0.023371899084556374,-0.01310757408269552,0.001,True
tissue_blind,graphdrp,0,twoway,6026,247,56,222,-0.017405589471154115,0.005758061733179706,-0.02869139046818634,-0.00611978847412189,0.002504303913913506,True
tissue_blind,graphdrp,1,rows,6026,247,56,222,-0.015818024819368115,0.0017262792900980914,-0.01933446768683839,-0.012599756597870708,0.001,True
tissue_blind,graphdrp,1,drug,6026,247,56,222,-0.015818024819368115,0.0025132380204487327,-0.021440035014858843,-0.011385309235977716,0.001,True
tissue_blind,graphdrp,1,cell,6026,247,56,222,-0.015818024819368115,0.006116026161282518,-0.02820719044868788,-0.00415447837411115,0.008,True
tissue_blind,graphdrp,1,scaffold,6026,247,56,222,-0.015818024819368115,0.0029486546134039004,-0.022191083369443237,-0.010896986005916534,0.001,True
tissue_blind,graphdrp,1,twoway,6026,247,56,222,-0.015818024819368115,0.006382953952951538,-0.028328614567153132,-0.0033074350715830998,0.013205937804731572,True
tissue_blind,graphdrp,2,rows,6026,247,56,222,-0.009723144165956321,0.0017774592021840598,-0.013308689730701252,-0.0061684896922995225,0.001,True
tissue_blind,graphdrp,2,drug,6026,247,56,222,-0.009723144165956321,0.0019455546830260725,-0.013600895134224956,-0.006091501222240489,0.001,True
tissue_blind,graphdrp,2,cell,6026,247,56,222,-0.009723144165956321,0.005348847517445224,-0.020590156448431547,0.0002113751683468622,0.055,False
tissue_blind,graphdrp,2,scaffold,6026,247,56,222,-0.009723144165956321,0.002008482491686999,-0.013888628652061145,-0.005980484367439454,0.001,True
tissue_blind,graphdrp,2,twoway,6026,247,56,222,-0.009723144165956321,0.005407031678665831,-0.020320926256141347,0.0008746379242287067,0.07213888018230002,False
tissue_blind,graphdrp,3,rows,6026,247,56,222,-0.012976686349481681,0.001918106169056789,-0.016822319811664193,-0.00920388253981887,0.001,True
tissue_blind,graphdrp,3,drug,6026,247,56,222,-0.012976686349481681,0.0023771222015507255,-0.018171429384260227,-0.008830056759955924,0.001,True
tissue_blind,graphdrp,3,cell,6026,247,56,222,-0.012976686349481681,0.006499075141138359,-0.025584235580506855,-0.00022889040835871128,0.046,True
tissue_blind,graphdrp,3,scaffold,6026,247,56,222,-0.012976686349481681,0.0025371138749947495,-0.018571526573904294,-0.008721569006498233,0.001,True
tissue_blind,graphdrp,3,twoway,6026,247,56,222,-0.012976686349481681,0.006649026723926911,-0.026008778728378427,5.5406029415065033e-05,0.05097774742531396,False
tissue_blind,graphdrp,4,rows,6026,247,56,222,-0.013868117458797014,0.0014889961611021082,-0.016898541878252266,-0.011094998954327206,0.001,True
tissue_blind,graphdrp,4,drug,6026,247,56,222,-0.013868117458797014,0.0021111998828410522,-0.018497344736573672,-0.010228263599271708,0.001,True
tissue_blind,graphdrp,4,cell,6026,247,56,222,-0.013868117458797014,0.006167958658934136,-0.026555874736451268,-0.0021301757020071583,0.019,True
tissue_blind,graphdrp,4,scaffold,6026,247,56,222,-0.013868117458797014,0.0021573553257794495,-0.018757841098044924,-0.010426172220473711,0.001,True
tissue_blind,graphdrp,4,twoway,6026,247,56,222,-0.013868117458797014,0.00634694961346408,-0.02630813870118661,-0.0014280962164074165,0.02888847052922199,True
tissue_blind,cdrscan,0,rows,6026,247,56,222,-0.023716264936553766,0.0020900181350804073,-0.02787616433807529,-0.019742432685365904,0.001,True
tissue_blind,cdrscan,0,drug,6026,247,56,222,-0.023716264936553766,0.0034275296961955577,-0.03106619102177224,-0.017765798416585658,0.001,True
tissue_blind,cdrscan,0,cell,6026,247,56,222,-0.023716264936553766,0.008231691247257259,-0.03948220258521216,-0.00803294353451405,0.002,True
tissue_blind,cdrscan,0,scaffold,6026,247,56,222,-0.023716264936553766,0.003436801999226984,-0.03147914450765861,-0.0180804838145313,0.001,True
tissue_blind,cdrscan,0,twoway,6026,247,56,222,-0.023716264936553766,0.008668363444359565,-0.040706257287498514,-0.006726272585609018,0.006219925576233336,True
tissue_blind,cdrscan,1,rows,6026,247,56,222,-0.029740841697831755,0.0022393171132509557,-0.03404954743442046,-0.02528702761649451,0.001,True
tissue_blind,cdrscan,1,drug,6026,247,56,222,-0.029740841697831755,0.0035618141789725832,-0.03760828431642659,-0.02364514298643599,0.001,True
tissue_blind,cdrscan,1,cell,6026,247,56,222,-0.029740841697831755,0.008969689668270884,-0.048501584655457924,-0.012441291945786935,0.001,True
tissue_blind,cdrscan,1,scaffold,6026,247,56,222,-0.029740841697831755,0.004193104877789397,-0.03904391858899869,-0.02285652369586677,0.001,True
tissue_blind,cdrscan,1,twoway,6026,247,56,222,-0.029740841697831755,0.009387614811916656,-0.0481405667291884,-0.01134111666647511,0.0015344215042995728,True
tissue_blind,cdrscan,2,rows,6026,247,56,222,-0.024625220103813295,0.002072922492556941,-0.028631873413709576,-0.020406908057703704,0.001,True
tissue_blind,cdrscan,2,drug,6026,247,56,222,-0.024625220103813295,0.0035696283066932386,-0.032277098710003074,-0.01860386556241624,0.001,True
tissue_blind,cdrscan,2,cell,6026,247,56,222,-0.024625220103813295,0.007787070447291519,-0.04040352018140919,-0.009959687752181243,0.001,True
tissue_blind,cdrscan,2,scaffold,6026,247,56,222,-0.024625220103813295,0.0035118296694854525,-0.03220305920868732,-0.018728280994936147,0.001,True
tissue_blind,cdrscan,2,twoway,6026,247,56,222,-0.024625220103813295,0.008311660768996657,-0.040916075211046746,-0.008334364996579847,0.0030492231157696246,True
tissue_blind,cdrscan,3,rows,6026,247,56,222,-0.017301916669120287,0.002419817549281529,-0.021953569942747053,-0.012549531672010214,0.001,True
tissue_blind,cdrscan,3,drug,6026,247,56,222,-0.017301916669120287,0.003021664089043112,-0.023935996908207934,-0.012060131813233673,0.001,True
tissue_blind,cdrscan,3,cell,6026,247,56,222,-0.017301916669120287,0.00914571092337856,-0.03492425552139676,0.0010168575622899513,0.066,False
tissue_blind,cdrscan,3,scaffold,6026,247,56,222,-0.017301916669120287,0.003376440912839336,-0.024719234703093694,-0.011421800134010602,0.001,True
tissue_blind,cdrscan,3,twoway,6026,247,56,222,-0.017301916669120287,0.009323034119277254,-0.035575063542903705,0.0009712302046631302,0.06347855373751693,False
tissue_blind,cdrscan,4,rows,6026,247,56,222,-0.016599119422805897,0.0018937648651655324,-0.020258584820880228,-0.012853199247507545,0.001,True
tissue_blind,cdrscan,4,drug,6026,247,56,222,-0.016599119422805897,0.0026142036748841233,-0.022324814787165654,-0.01193822481890325,0.001,True
tissue_blind,cdrscan,4,cell,6026,247,56,222,-0.016599119422805897,0.00826842916525067,-0.03331522663590294,-0.00012529332933579446,0.049,True
tissue_blind,cdrscan,4,scaffold,6026,247,56,222,-0.016599119422805897,0.0027355945269954746,-0.02284817837599975,-0.012171898584478476,0.001,True
tissue_blind,cdrscan,4,twoway,6026,247,56,222,-0.016599119422805897,0.008462543137261407,-0.03318570397183825,-1.2534873773541177e-05,0.04982291383492279,True
