model,split,seed,fold,run_tag,RMSE,MAE,PCC,Spearman,R2,Per-drug PCC,Per-cell PCC,best_val_pcc,best_val_epoch,total_train_sec,n_params,ECE,sel_RMSE@50,sel_RMSE@70,sel_RMSE@90,sel_RMSE@100,epistemic_mean,aleatoric_mean
pathxdrp,cell_blind,3,0,v3,1.40600227717165,1.0580098628997803,0.8674168586730957,0.812802997841439,0.7513907551765442,0.34833335876464844,0.8935803771018982,0.8617001175880432,1,2022.5432891845703,3031429,0.1612019684604277,1.0317850170030338,1.1766480960587231,1.3024248158580325,1.40600227717165,1.6557579040527344,0.5083501935005188
pathxdrp,cell_blind,4,0,v3,1.422995660170735,1.0683412551879883,0.8658838272094727,0.8118221404700138,0.7454205751419067,0.33619874715805054,0.8910280466079712,0.8628617525100708,1,2000.1337077617645,3031429,0.2720858838736868,1.0381021866195046,1.1643661512610952,1.2962645507260682,1.422995660170735,1.3662718534469604,0.5899593830108643
pathxdrp,drug_blind,0,0,v3,2.4095261304981666,1.7565335035324097,0.6249803900718689,0.5493299773520368,0.3882291316986084,0.6405962109565735,0.5793390274047852,0.6288279891014099,26,6779.788384437561,3031429,1.5592889436830417,2.1555883525809074,2.2321887224117405,2.345515387373011,2.4095261304981666,0.8420190811157227,0.09694059193134308
pathxdrp,drug_blind,1,0,v3,2.413855781469583,1.7382851839065552,0.6201803684234619,0.551796254625321,0.37925517559051514,0.6351755857467651,0.5717722773551941,0.6149725914001465,44,9493.246075868607,3031429,1.5142582419658988,2.12968646110347,2.1933423090038984,2.3241822311994476,2.4138556826987343,0.9116432070732117,0.10762324929237366
pathxdrp,drug_blind,2,0,v3,2.490721555439254,1.908377766609192,0.5917547345161438,0.47650934861266636,0.3459995985031128,0.510042130947113,0.5627754330635071,0.5972499847412109,2,2249.993041753769,3031429,1.3500892212966327,2.369550777949742,2.293926188590996,2.3165660886635098,2.490721555439254,1.2966578006744385,0.41946327686309814
pathxdrp,drug_blind,3,0,v3,2.538980805476602,1.9347844123840332,0.5762957334518433,0.46202755460698713,0.3205299377441406,0.43110042810440063,0.5519616007804871,0.5744860768318176,1,2068.253338575363,3031429,1.1537593790647704,2.1782784231435866,2.2418136019098482,2.311569335894387,2.538980805476602,1.8894132375717163,0.5771799087524414
pathxdrp,drug_blind,4,0,v3,2.4861849543605596,1.8956413269042969,0.5911962985992432,0.4694872778416213,0.34722089767456055,0.5201419591903687,0.5527161359786987,0.5948969125747681,2,2275.6574642658234,3031429,1.3094378350864644,2.2814440710003794,2.2495191908079453,2.3827357545594325,2.4861849543605596,1.4459079504013062,0.4554847776889801
pathxdrp,random,0,0,v3,1.0048056406948582,0.7310817241668701,0.9334348440170288,0.8988544560168402,0.870189368724823,0.7447075247764587,0.9134520888328552,0.9381917715072632,39,9132.931064367294,3031429,0.29383686162698747,0.7534088707780641,0.8042513952601849,0.8996299790984931,1.0048056406948582,0.7842977046966553,0.0995018407702446
pathxdrp,random,1,0,v3,1.1647699753587106,0.8531025648117065,0.9085562229156494,0.8628367587983037,0.82284015417099,0.6466179490089417,0.8861424922943115,0.9101697206497192,12,4044.9044506549835,3031429,0.07937835645171755,0.8368179818088578,0.9349971422365956,1.0376938719176725,1.1647699753587106,1.3046704530715942,0.1636916995048523
pathxdrp,random,2,0,v3,1.0472553757788872,0.7580669522285461,0.9249507188796997,0.8891142160936494,0.854263186454773,0.7208069562911987,0.9066067337989807,0.9319661855697632,50,9071.832778453827,3031429,0.1681607785447392,0.7192294139017621,0.8208855217029449,0.9215246601686027,1.0472553757788872,0.9311755299568176,0.11224083602428436
